"system","BD->EF","Temp->EF","NO3->EF","PO4->EF","EF->BD","Temp->BD","NO3->BD","PO4->BD"
"Gv",0.439506640948576,0.154448308482424,0.535094374488096,0.325126413448951,0.352306584514782,1,0.274287149520387,0.487229742868938
"Gv",0.596702220158016,0.235772316817278,0.696319421302513,0.483969039288213,0.315146378011418,1,0.409203333974288,0.732538308333791
"Gv",0.0849447859740657,0.41791626928129,0.473412783915431,0.374161839532535,0.373783461531867,1,0.0445285924152655,0.829455351946027
"Gv",0.365514866938913,0.394702491430585,0.518267539709224,0.326505644621902,0.381842628031064,1,0.17758254083901,0.79402551056214
"Gv",0.293101233437513,0.179029674214583,0.192719280102687,0.304154538867012,0.144750646606125,1,0.19332856717325,0.567288833700423
"Gv",0.489357793729475,0.109255437371281,0.639977762378216,0.378066040089895,0.479373116219775,0.910447716348506,0.341565775917673,0.590887719109447
"Gv",0.279368691507814,0.479464048274515,0.514613450225671,0.426356996268519,0.280280541609815,1,0.351452561628185,0.838556003737386
"Gv",0.403144015192895,0.543296446341658,0.386080647659411,0.250724919773939,0.273710311570397,1,0.428474231337759,0.788590767533434
"Gv",0.322615626608143,0.0514320198492553,0.357294240274732,0.351952126281592,0.22560482318279,1,0.151182123985283,0.754046087970426
"Gv",0.3915666966363,0.295724418110337,0.602767797002151,0.358569506278856,0.189582932473151,1,0.379860616792158,0.891145912242466
"Gv",0.361256335315005,0.40092892681247,0.478060287783824,0.393658012992446,0.409866019663525,1,0.167650656136215,0.95993253122999
"Gv",0.338702303928869,0.476689677125916,0.515226150306283,0.313907389486323,0.165714737476242,1,0.316432471746137,0.756587531812966
"Gv",0.224837146197267,0.320360674045039,0.482770866562871,0.299210670492643,0.353939303401489,1,0.150135302013223,0.628921006999876
"Gv",0.293085742863409,0.145480374228446,0.423275729464893,0.416687554996939,0.0722904613154959,1,0.324802161007076,0.554572627637571
"Gv",0.440010925568491,0.195661198781468,0.443372206284269,0.425739404836353,0.400881075910577,0.98238311530722,0.172491870697945,0.705526528334232
"Gv",0.36409915997563,0.32662206217508,0.692095738889997,0.355228821811366,0.474743037858374,1,0.0964898963612785,0.934026487887916
"Gv",0.348369596879857,0.112675874004513,0.625651407922163,0.279323427380815,0.494506265332882,1,0.175306029317509,0.593019150484244
"Gv",0.380414521237253,0.479633450228531,0.417838089874875,0.392051571852417,0.163947916002321,1,0.115973750454338,0.690595918213301
"Gv",0.41221742459521,0.135673807136005,0.640768586376572,0.315827999009546,0.34923350523748,0.96818268951945,0.227092435788842,0.7718683699655
"Gv",0.0759814744645548,0.2960468432411,0.471184582741011,0.331178640144529,0.425417374736799,1,0.210811900834868,0.508150537128703
"Gv",0.418343807314339,0.258292130298149,0.372860658141188,0.277074030284688,0.528462084748426,1,0.324795956296668,0.880004986068055
"Gv",0.28767304145337,0.281279632410674,0.560672776024377,0.34313673153299,0.371805550156845,1,0.0570043786530684,0.801727426335456
"Gv",0.408765898308198,0.339011199038201,0.433894329557725,0.594108616539366,0.481232368677693,0.961284547740937,0.244754555708457,0.821006417711356
"Gv",0.181679297884675,0.149621416831255,0.530571093308632,0.281193264077466,0.31546723892888,1,0.0968875746141109,0.761849402361123
"Gv",0.566092578206036,0.577685721613149,0.825522572251301,0.387264223233927,0.35393191555945,0.9138726076991,0.222813848762327,1
"Gv",0.30227829068532,0.167228711290045,0.490662326155575,0.388265195003507,0.392884355823409,1,0.272365930431966,0.523004472519719
"Gv",0.591107950232632,0.260982289022568,0.526976913931841,0.353436351973325,0.411388599916541,0.955821393533051,0.107406939671837,0.906056025937616
"Gv",0.247122423119497,0.521399922210417,0.512880652217975,0.460638783071976,0.58497499706539,1,0.395973193706139,0.803541392445202
"Gv",0.338752205380752,0.554210123063661,0.629799020264355,0.311745283297594,0.196694847558097,0.824388717846531,0.184262150649944,0.850424937376348
"Gv",0.162330768111379,0.268783653967024,0.608605284667031,0.423882353887314,0.255061550146625,1,0.21238648549845,0.64999118654732
"Gv",0.535960938863782,0.354014068544317,0.451820750301228,0.269088314569681,0.204135255794633,1,0.328689706705247,0.727382235294869
"Gv",0.248822218762926,0.349926671360366,0.426470829716337,0.337166392747247,0.487119930085687,1,0.164420787515803,0.817583347442345
"Gv",0.432013403870359,0,0.638401653471321,0.379431693831951,0.396646268563692,1,0.513845194596234,0.746374018404511
"Gv",0.537115026685262,0.322063437375611,0.49809961051973,0.387327932724795,0.2510989664638,1,0.330182214542259,0.723369072299565
"Gv",0.478001364044448,0.240601659571227,0.336942873756459,0.442587487787964,0.497247440872835,1,0.187571667568218,0.889004630632848
"Gv",0.402753411422479,0.394231026903182,0.485562443438542,0.337646938129714,0.452455183106473,0.955627142541915,0.248420681198249,1
"Gv",0.583798060059827,0.41280974153285,0.544892830500193,0.36079840198759,0.184256187002139,1,0.138761067447887,0.821140141724343
"Gv",0.50856174978463,0.313960027261149,0.484696429183479,0.429181974759009,0.114061586632874,0.721373812618491,0.264165675049198,0.861293156414236
"Gv",0.10337839405646,0.31210032258891,0.711525668746366,0.235527733682766,0,1,0.281189214327323,0.925568760354149
"Gv",0.659330575766069,0.520273993044248,0.614126238189132,0.51488973869715,0.410833290842988,0.907928114460799,0.249652415540732,1
"Gv",0.284023317060796,0.423270306950744,0.386291065007499,0.209621430580524,0.496258269045022,1,0.296741349472037,0.756945654215344
"Gv",0.263613312594946,0.0409724197829741,0.586001553214907,0.275849581669739,0.204282151741559,1,0.0990102756590343,0.646532312145091
"Gv",0.369926079609704,0.510477022308505,0.523859378373967,0.470489457389655,0.245565095698158,0.929758232348024,0.41608453271294,0.787434547700107
"Gv",0.268105937681026,0.417549865454736,0.638575762406177,0.342887356715252,0.288647578845601,0.979971289828922,0.250588417117562,0.910766617525749
"Gv",0.431315414630739,0.146204154256921,0.455796313657926,0.132622387235491,0.365929085918449,1,0.318783183644601,0.774886889207155
"Gv",0.389654459277555,0,0.562432577445042,0.25726190074472,0.291683074533686,1,0.186482577098106,0.806765705932649
"Gv",0.358725936315348,0.325902924696727,0.453358084619037,0.289381922598398,0.341068219095989,1,0.279405737788869,0.711693734457633
"Gv",0.349525347483584,0.282738668309388,0.511022040137569,0.375807985135676,0.321110455396335,1,0.0686214358124999,0.790283278256575
"Gv",0.384053029362175,0.491029936049123,0.518323747679148,0.47188612414229,0.41944746557911,1,0.0914934897614313,0.889225240632418
"Gv",0.138959554685139,0.409720204654447,0.228627594018694,0.438569963180574,0.38190604686229,0.668198277230784,0.167310876881762,0.663323009319093
"Gv",0.513297805849183,0.105262363316526,0.383561205450269,0.339425563677764,0.241506699952437,1,0.256350881178507,0.789910131498874
"Gv",0.774134553808446,0.193979017894673,0.821499277783662,0.373580968352592,0.483225605611362,0.921704442813032,0.211587413313893,0.829504957862684
"Gv",0.39614002053829,0.379610791462405,0.558132145071031,0.308245344190186,0.436234074501091,1,0.204184778833561,0.686699673192637
"Gv",0.230991300375126,0.112377329760884,0.496997793111236,0.504922253854254,0.40960677656939,1,0.178852313558218,0.778830271807524
"Gv",0.400589156977746,0.291821691248261,0.782097206743225,0.497605131327664,0.302717873485447,1,0.153734129575502,0.696564917632626
"Gv",0.354132455037267,0.218976756876171,0.345161297743282,0.430481889961896,0.512623340020018,0.909436197672022,0.435650635234644,0.954648254483882
"Gv",0.266086754870909,0.203495941434132,0.477913832747773,0.361994586495075,0.157317124384459,1,0.183398719294121,0.564565860340876
"Gv",0.553057648979467,0.268972115949589,0.656238588446264,0.533553714736046,0.612072414057506,1,0.233840969426937,0.8877475104653
"Gv",0.412934281377617,0.45399893053782,0.518738585540876,0.250062801177662,0.346055809022461,1,0.289053784642671,0.793694294468323
"Gv",0.372085278661942,0.407143923044833,0.550207050557052,0.329901297672077,0.435526066097936,1,0.34819044952635,0.923736410136315
"Gv",0.284299231187864,0.347313918248506,0.523984747584219,0.216356802170136,0.433198663581843,0.95576129093818,0.23861150321551,0.864434572730232
"Gv",0.422944700170559,0.14822075091502,0.382388087889354,0.418716560183763,0.37830289016506,0.907359731410925,0.167805176002115,0.893937178555117
"Gv",0.432071810906114,0.478168441003583,0.630655865149368,0.385251979275819,0.402216426200292,1,0.305622066992151,0.785159622973819
"Gv",0.314573690340982,0.369923147447929,0.500412916015911,0.261069735802719,0.364719110855913,1,0.316814972628931,0.833733652614342
"Gv",0.417428209939056,0.436595822881437,0.618672209884667,0.411302509504111,0.287417564237207,1,0.40431000044433,0.585943923166209
"Gv",0.446054776164012,0.250476564259094,0.622349088347122,0.457600339563703,0.372906719025672,1,0.141470678782411,0.618296372674972
"Gv",0.582147299037154,0.189217832817682,0.590913117409858,0.3202337687722,0.526435533712558,1,0.273723127167128,0.704009385200673
"Gv",0.294580856889704,0.624149509986754,0.482322228902543,0.291657389172163,0.427931660886955,1,0.103679634056001,0.821209370018033
"Gv",0.359991176458323,0.285506336728348,0.377216115795585,0.273208950293965,0.349766676914,1,0.19152892703451,0.681984955675147
"Gv",0.461996042936915,0.29041171776805,0.429784806071872,0.339969379769821,0.302029713643226,1,0.281603147628497,0.916106177567363
"Gv",0.314874281917389,0.222235796480118,0.493075248793682,0.411762326472785,0.420152218092264,1,0.138750877501951,0.756347656825985
"Gv",0.503460698241804,0.223621123140878,0.683257477327012,0.4532184136212,0.381743307510515,1,0.321192547491856,0.762311604119758
"Gv",0.308099091891014,0.161801951093607,0.591651184719036,0.210654585971945,0.252279097574714,1,0.150853924121221,0.782418791718291
"Gv",0.592255756666779,0.354243341784456,0.533564237177462,0.307615696764044,0.343420787280494,1,0.146368600013947,0.720265583728293
"Gv",0.104213795668998,0.231385542752606,0.522003501387729,0.304715363841378,0.376850738334103,1,0.169796855863344,0.644523738203858
"Gv",0.458181423762643,0.107769177129393,0.511907923409236,0.290089958143402,0.382177348869683,1,0.171150283866695,0.956649095888345
"Gv",0.314713866269921,0.349524292959629,0.502802159125815,0.259495988763073,0.398517865223785,1,0.344058437754689,0.719772893411927
"Gv",0.494387316141309,0.140592895285237,0.371151128209868,0.534936505503644,0.341224300586096,1,0.23616571890401,0.742869283626663
"Gv",0.551174242173483,0.138144696554577,0.523996189868784,0.503036841326518,0.229042090836042,1,0.145979628423895,0.772977153551229
"Gv",0.307390854738254,0.221548551042754,0.368816642862988,0.402182600098585,0.42176296350909,1,0.217312237120692,0.714124161624049
"Gv",0.112126022926039,0.399042246029849,0.571820603161685,0.324567944651216,0.36137719745587,1,0.301310895120653,0.73211353821328
"Gv",0.410533508724707,0.326831663927931,0.406771364338296,0.304329405205588,0.386326876865861,1,0.139159215838881,0.572318818140144
"Gv",0.341469608261901,0.431509776852046,0.477796768221393,0.286914237212597,0,1,0.283767647087054,0.632854235506767
"Gv",0.27771490985903,0.531688472307181,0.58602248922284,0.272063065754371,0.446401663909207,1,0.21552690985694,0.592992467311286
"Gv",0.41019284067448,0.424161546232276,0.498150411030532,0.285106841907,0.482183722914719,1,0.124581122675243,0.879089406225802
"Gv",0.504639528307571,0.246042869947256,0.510038298661014,0.424420800718786,0.365767538150836,1,0.207835313487616,0.99941343440255
"Gv",0.455625805589541,0.574439825060893,0.649223985094958,0.51166104527849,0.662361984239232,1,0.268314860660956,0.971251818567602
"Gv",0.381039327379301,0.316725699501952,0.321103512737859,0.442061208633109,0.438425655314964,0.980674957270284,0.270161710649364,0.914110165986945
"Gv",0.394930797670331,0.189064702988962,0.459705987179543,0.385904485471678,0.332631214950996,1,0.22533508663906,0.767038806105459
"Gv",0.225726125776818,0.23554117611041,0.545614536112059,0.485103443242342,0.478699639913261,1,0.235003449554984,0.797559295054248
"Gv",0.373426486735328,0.132613884318574,0.803967435492625,0.3911752118168,0.208767503459868,1,0.269932289479753,0.880827364181081
"Gv",0.420492869211607,0.434415422808914,0.718722110282427,0.413224186244393,0.560793835182892,0.92182876669968,0.229992640543423,0.785881095769927
"Gv",0.259047317617256,0.109202428825097,0.486723437876812,0.401823558420733,0.155974440807795,1,0.147907402735958,0.908549279815426
"Gv",0.380879923538949,0.353427915849398,0.337588465654422,0.269883041856571,0.36032575959214,1,0.199153355480607,0.548312667383764
"Gv",0.347102318201658,0.298962229757062,0.653175513346124,0.443353481530273,0.517187110636328,0.99203234942345,0.427598840475388,0.926675520043535
"Gv",0.508087392710156,0.204576902550745,0.438158857305785,0.288052715322344,0.295249272796773,1,0.201781136307881,0.757699438477498
"Gv",0.430095038492687,0.28331517880954,0.564120717312472,0.347155390198185,0,1,0.0786861853766732,0.493834013886492
"Gv",0.234960382978281,0.231459479223306,0.55156727790747,0.409212440323106,0.234071656700887,1,0.181150527890684,0.730475535172284
"Gv",0.428158631061176,0.368246945401892,0.724201080990732,0.465262033999939,0.0371200441642726,1,0.133461864020832,0.944597095327716
"Gv",0.481149246558939,0.444623233684349,0.629512794821761,0.361722162644066,0,1,0.220729140914014,0.614956830565655
"Gv",0.36081797656707,0.257637290506233,0.385915888425173,0.368628278979513,0.451417315526307,1,0.220123390465927,0.544507177130836
"Gv",0.58417236754872,0.379092771744145,0.553784928869393,0.203411918352356,0.256364253218706,1,0.368767264419452,0.787575831757245
"Gv",0.311329628191077,0.274144792662048,0.527945969205673,0.287933598071434,0.420992903401466,1,0.363911926073319,0.676001765785815
"Gv",0.472255313551472,0.576843508128953,0.438448057845306,0.572736477136667,0,0.898420299998764,0.181423045508323,0.854487886541735
"Gv",0.252111643060829,0.383497476662636,0.549937860899664,0.33750427629737,0.1836833445977,1,0.29295536461636,0.801589892128842
"Gv",0.606818381246352,0.381009113682819,0.586021826039867,0.298056395565011,0.556719787387141,1,0.211398941821798,0.820054801030753
"Gv",0.329118789249357,0.407442086554046,0.420083718776702,0.293324319098424,0.32261682440469,1,0.214592898568478,0.555807379051357
"Gv",0.334339006567974,0.457241331611642,0.455137188025527,0.386183373515579,0.602605945016103,1,0.166243193231993,0.81544171271828
"Gv",0.516671909311128,0.251608573237074,0.323542628855907,0.43321975693995,0.220299559904687,1,0.0018377600450165,0.960196589662565
"Gv",0.395132819746215,0.346453968123587,0.407882705527706,0.240530300738971,0.581981332220618,0.855569273102448,0,0.81356309998771
"Gv",0.465499685415166,0.496527929111123,0.709386318894009,0.386893155335583,0.383264787344123,0.933533906195727,0.206480675494506,0.60676708134644
"Gv",0.441199189434682,0.403430965153236,0.504514915330048,0.532742251108393,0.505534751098901,0.912426074029965,0.265210163337802,0.585458016374722
"Gv",0.278724922462535,0.263565394194143,0.692902240810666,0.411113381756289,0.291202755609878,0.970479684281869,0.41695530101935,0.881389916098956
"Gv",0.430620871182721,0.325203916737574,0.485664555064696,0.210913992208141,0.494821110610165,1,0.123861559987372,0.753322061380674
"Gv",0.411591425416914,0.399758350530411,0.559721547217181,0.47609179412453,0.493238670344745,0.887255080817656,0.109917257209271,0.970790117821026
"Gv",0.492828019201053,0.379206656741696,0.512772961479566,0.28583692508484,0.182049229014976,1,0.0846870866092456,0.710539275127718
"Gv",0.343406806617394,0.179573224151873,0.461403558705487,0.510748874448881,0.546720824695598,0.940285990475749,0.395923705259158,0.921436540064336
"Gv",0.489317443452922,0.15462922323407,0.448430795992444,0.261110230164837,0.456419978756817,1,0.326210498608083,0.697499378005163
"Gv",0.429541441313829,0.421821081918991,0.593062208773733,0.134738427718674,0.347072118476267,1,0.180446645495235,0.638400933770578
"Gv",0.503399165417023,0.291885219899783,0.539837905584769,0.489034853987874,0.298651326398785,0.921756293140832,0.442452662162375,0.892235757070165
"Gv",0.342328594133816,0.424038463372486,0.541085837277898,0.397970473636596,0.354698986612791,0.960150832015212,0.23000754772062,1
"Gv",0.395912296309159,0.362213206361045,0.512178901485416,0.354635447190761,0.365770842195159,1,0.0657713409047039,0.719714406164225
"Gv",0.411511933950596,0.117413966379398,0.472267156501635,0.339298423837755,0.155343000188063,1,0.164577838430337,0.532902043178899
"Gv",0.323606864243275,0.461628310736613,0.39181427024744,0.354331288449137,0.50970335119903,1,0.291663527202219,0.68013727086785
"Gv",0.410391823166926,0.420381550240645,0.684211106360432,0.222962204006517,0.307994293664631,1,0.242847162297642,0.939147376352403
"Gv",0.297335326381231,0.262302143880402,0.348537985450038,0.356986293410564,0.359387992258692,1,0.31958477102384,0.864424113355574
"Gv",0.453027285341822,0,0.662872704085364,0.579330034304355,0.49036560753879,0.983014374813072,0.320309612940399,0.965524655122468
"Gv",0.57313584642915,0.26711739315699,0.555889378341104,0.265750714601761,0.488467778008784,1,0.41997391790249,0.795775793514817
"Gv",0.441143115813845,0.297369841450846,0.494524839161619,0.398889283811767,0.363242971446733,1,0.0863209811795213,0.845528028651201
"Gv",0.506345253713643,0.171406124724566,0.584111772475818,0.472189515553919,0.519833843661919,0.867744130442548,0.216357413790808,0.614524405300877
"Gv",0.3065959535478,0.159188825939368,0.189444261838543,0.414550129713626,0.476442114873565,0.929071391566717,0.135928989938164,1
"Gv",0.409345430990084,0.0709518813252493,0.453332290763632,0.411770896395179,0.126590558435274,1,0.137347140970577,0.669745912776385
"Gv",0.553183512237548,0.242075306388323,0.607090590976673,0.33098235379891,0.455664855996313,0.995005835397627,0.260177418220608,0.619918392034961
"Gv",0.621432354753547,0.478271420571561,0.676081417966821,0.484449015069588,0,1,0.402095167247875,0.951258836687438
"Gv",0.530976272218612,0.289169431174086,0.509459252421166,0.267794793723484,0.119524332690418,1,0.209258412979908,0.726141842604958
"Gv",0.459526331953512,0.150039355021903,0.391884633422081,0.036496593697003,0.365949798972804,0.966873518985664,0.215659251979647,0.557842618392994
"Gv",0.58380922656778,0.517937228924469,0.347602219856693,0.318199299047297,0.458957539593495,1,0.166136914717964,0.670827982418882
"Gv",0.363232143291984,0.39662467245536,0.331850947967968,0.449605925575302,0.252839389869171,0.837635284420146,0.056489102419804,0.693323751544699
"Gv",0.483662655271814,0.472638689849371,0.492352571237094,0.334717480404531,0.425636215478959,0.996508246899205,0.355548310340585,0.7652287456403
"Gv",0.407044814441654,0.343982853925613,0.528455472669933,0.261260818093001,0.349030389716976,1,0.263537324824205,0.772119934637151
"Gv",0.396362987848377,0.229091826615479,0.554011518149267,0.350193133361836,0.261616335125775,1,0.175995857302939,0.523595833952693
"Gv",0.394657632373471,0.170062696893558,0.607018805358699,0.427498236991776,0.413228021902991,1,0.134602416961662,0.722857679345832
"Gv",0.511982012792091,0,0.518305385227545,0.191789418143892,0.172082762092527,1,0.261228929453422,0.782818719746879
"Gv",0.32627250090656,0.340835186266584,0.549977490571871,0.389127385425648,0.261274610975461,0.986552804366547,0.161123419170045,0.587433439741453
"Gv",0.150101144020058,0.312878931941196,0.48312960021562,0.149247218500613,0.260681685174102,1,0.312658796977662,0.616265366704333
"Gv",0.38752542147424,0.3464698504655,0.550334615691288,0.337891544665846,0.412414757589104,1,0.0536780618244057,0.828562980522803
"Gv",0.346980640094357,0.529377306538309,0.677126177857626,0.457380369267834,0.16738132637631,0.970324350362127,0,0.713256373840635
